idx: 0 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 1 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 2 pkt_rate: 1000 sent_num: 1000 recv_num: 1994
idx: 3 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 4 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 5 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 6 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 7 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 9 pkt_rate: 1000 sent_num: 1000 recv_num: 1994
idx: 10 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 13 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 14 pkt_rate: 1000 sent_num: 1000 recv_num: 2000
idx: 0 pkt_rate: 1000 sent_num: 1000 recv_num: 2999
idx: 1 pkt_rate: 1000 sent_num: 1000 recv_num: 2991
idx: 2 pkt_rate: 1000 sent_num: 1000 recv_num: 2998
idx: 3 pkt_rate: 1000 sent_num: 1000 recv_num: 2998
idx: 4 pkt_rate: 1000 sent_num: 1000 recv_num: 2999
idx: 5 pkt_rate: 1000 sent_num: 1000 recv_num: 3000
idx: 6 pkt_rate: 1000 sent_num: 1000 recv_num: 2999
idx: 7 pkt_rate: 1000 sent_num: 1000 recv_num: 3000
idx: 0 pkt_rate: 1000 sent_num: 1000 recv_num: 4985
idx: 1 pkt_rate: 1000 sent_num: 1000 recv_num: 5000
idx: 2 pkt_rate: 1000 sent_num: 1000 recv_num: 4999
idx: 3 pkt_rate: 1000 sent_num: 1000 recv_num: 4991
idx: 4 pkt_rate: 1000 sent_num: 1000 recv_num: 5000
idx: 5 pkt_rate: 1000 sent_num: 1000 recv_num: 5000
idx: 6 pkt_rate: 1000 sent_num: 1000 recv_num: 5000
idx: 7 pkt_rate: 1000 sent_num: 1000 recv_num: 4997
idx: 9 pkt_rate: 1000 sent_num: 1000 recv_num: 4986
idx: 10 pkt_rate: 1000 sent_num: 1000 recv_num: 4999
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: 5000
idx: 13 pkt_rate: 1000 sent_num: 1000 recv_num: 4999
idx: 14 pkt_rate: 1000 sent_num: 1000 recv_num: 4937
idx: 15 pkt_rate: 1000 sent_num: 1000 recv_num: 5000
idx: 17 pkt_rate: 1000 sent_num: 1000 recv_num: 4996
idx: 18 pkt_rate: 1000 sent_num: 1000 recv_num: 5000
idx: 20 pkt_rate: 1000 sent_num: 1000 recv_num: 4998
idx: 21 pkt_rate: 1000 sent_num: 1000 recv_num: 5000
idx: 22 pkt_rate: 1000 sent_num: 1000 recv_num: 4995
idx: 23 pkt_rate: 1000 sent_num: 1000 recv_num: 4990
idx: 0 pkt_rate: 1000 sent_num: 1000 recv_num: 990
idx: 1 pkt_rate: 1000 sent_num: 1000 recv_num: 1354
idx: 2 pkt_rate: 1000 sent_num: 1000 recv_num: 1170
idx: 0 pkt_rate: 1000 sent_num: 1000 recv_num: 4799
idx: 1 pkt_rate: 1000 sent_num: 1000 recv_num: 5208
idx: 2 pkt_rate: 1000 sent_num: 1000 recv_num: 5681
idx: 3 pkt_rate: 1000 sent_num: 1000 recv_num: 5998
idx: 4 pkt_rate: 1000 sent_num: 1000 recv_num: 5344
idx: 5 pkt_rate: 1000 sent_num: 1000 recv_num: 5603
idx: 6 pkt_rate: 1000 sent_num: 1000 recv_num: 5389
idx: 7 pkt_rate: 1000 sent_num: 1000 recv_num: 5447
idx: 9 pkt_rate: 1000 sent_num: 1000 recv_num: 6000
idx: 10 pkt_rate: 1000 sent_num: 1000 recv_num: 5992
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: 5980
idx: 13 pkt_rate: 1000 sent_num: 1000 recv_num: 5998
idx: 14 pkt_rate: 1000 sent_num: 1000 recv_num: 5445
idx: 15 pkt_rate: 1000 sent_num: 1000 recv_num: 5971
idx: 17 pkt_rate: 1000 sent_num: 1000 recv_num: 5982
idx: 18 pkt_rate: 1000 sent_num: 1000 recv_num: 5420
idx: 20 pkt_rate: 1000 sent_num: 1000 recv_num: 5611
idx: 21 pkt_rate: 1000 sent_num: 1000 recv_num: 5709
idx: 22 pkt_rate: 1000 sent_num: 1000 recv_num: 6000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: 974
idx: 12 pkt_rate: 500 sent_num: 500 recv_num: receive: 0
idx: 12 pkt_rate: 500 sent_num: 500 recv_num: receive: 3000
idx: 12 pkt_rate: 500 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 500 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 913
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 958
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 970
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 989
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 927
idx: 12 pkt_rate: 1000 sent_num: 1000 recv_num: receive: 999
idx: 12 pkt_rate: 500 sent_num: 1000 recv_num: receive: 993
idx: 12 pkt_rate: 500 sent_num: 1000 recv_num: receive: 994
idx: 12 pkt_rate: 500 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 500 sent_num: 1000 recv_num: receive: 973
idx: 12 pkt_rate: 500 sent_num: 1000 recv_num: receive: 986
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 988
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 998
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 985
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 300 sent_num: 1000 recv_num: receive: 1000
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 907
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 906
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 903
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 907
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 906
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 906
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 886
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 907
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 901
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 897
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 917
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 909
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 906
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 906
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 896
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 903
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 905
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 902
idx: 12 pkt_rate: 100 sent_num: 1000 recv_num: receive: 904
